"disease","metabolite","chemical_taxonomy"
"Perillyl alcohol administration for cancer treatment","1,2-dihydro-1,1,6-trimethylnaphthalene","Benzenoids"
"Perillyl alcohol administration for cancer treatment","(+)-4-carene","Lipids and lipid-like molecules"
"Perillyl alcohol administration for cancer treatment","1,4,5-trimethyl-naphtalene","Benzenoids"
"Perillyl alcohol administration for cancer treatment","1-ethyl-3,5-diisopropyl-benzene","Benzenoids"
"Perillyl alcohol administration for cancer treatment","4-(1-methylethyl)-1-cyclohexene-4-carboxaldehyde","Organic oxygen compounds"
"Perillyl alcohol administration for cancer treatment","2,6-dimethyl-naphtalene","Benzenoids"
"Perillyl alcohol administration for cancer treatment","2,2,4-trimethyl-1,3-pentadienol diisobutyrate","Organic acids and derivatives"
"Colorectal cancer","1,3-diaminopropane","Organic nitrogen compounds"
"Colorectal cancer","2-hydroxybutyric acid","Organic acids and derivatives"
"Colorectal cancer","deoxyuridine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","deoxycytidine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","4-pyridoxic acid","Organoheterocyclic compounds"
"Colorectal cancer","alpha-ketoisovaleric acid","Organic acids and derivatives"
"Colorectal cancer","p-hydroxyphenylacetic acid","Benzenoids"
"Colorectal cancer","(s)-3-hydroxyisobutyric acid","Organic acids and derivatives"
"Colorectal cancer","ureidopropionic acid","Organic acids and derivatives"
"Colorectal cancer","biotin","Organoheterocyclic compounds"
"Colorectal cancer","adenine","Organoheterocyclic compounds"
"Colorectal cancer","taurocholic acid","Lipids and lipid-like molecules"
"Colorectal cancer","butyric acid","Lipids and lipid-like molecules"
"Colorectal cancer","acetic acid","Organic acids and derivatives"
"Colorectal cancer","betaine","Organic acids and derivatives"
"Colorectal cancer","adenosine monophosphate","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","adenosine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","bilirubin","Organic compounds"
"Colorectal cancer","beta-alanine","Organic acids and derivatives"
"Colorectal cancer","acetoacetic acid","Organic acids and derivatives"
"Colorectal cancer","l-carnitine","Organic nitrogen compounds"
"Colorectal cancer","creatine","Organic acids and derivatives"
"Colorectal cancer","pipecolic acid","Organic acids and derivatives"
"Colorectal cancer","deoxyinosine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","dihydrouracil","Organoheterocyclic compounds"
"Colorectal cancer","deoxyguanosine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","cytidine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","dimethylglycine","Organic acids and derivatives"
"Colorectal cancer","citric acid","Organic acids and derivatives"
"Colorectal cancer","choline","Organic nitrogen compounds"
"Colorectal cancer","d-xylose","Organic oxygen compounds"
"Colorectal cancer","deoxyadenosine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","gamma-aminobutyric acid","Organic acids and derivatives"
"Colorectal cancer","glycolic acid","Organic acids and derivatives"
"Colorectal cancer","d-glucose","Organic oxygen compounds"
"Colorectal cancer","glycine","Organic acids and derivatives"
"Colorectal cancer","glycerol 3-phosphate","Lipids and lipid-like molecules"
"Colorectal cancer","glycerol","Organic oxygen compounds"
"Colorectal cancer","guanine","Organoheterocyclic compounds"
"Colorectal cancer","guanosine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","fumaric acid","Organic acids and derivatives"
"Colorectal cancer","glycocholic acid","Lipids and lipid-like molecules"
"Colorectal cancer","glyceric acid","Organic oxygen compounds"
"Colorectal cancer","d-galactose","Organic oxygen compounds"
"Colorectal cancer","l-glutamic acid","Organic acids and derivatives"
"Colorectal cancer","ethanolamine","Organic nitrogen compounds"
"Colorectal cancer","gentisic acid","Benzenoids"
"Colorectal cancer","l-malic acid","Organic acids and derivatives"
"Colorectal cancer","hypoxanthine","Organoheterocyclic compounds"
"Colorectal cancer","l-tyrosine","Organic acids and derivatives"
"Colorectal cancer","l-phenylalanine","Organic acids and derivatives"
"Colorectal cancer","l-alanine","Organic acids and derivatives"
"Colorectal cancer","l-proline","Organic acids and derivatives"
"Colorectal cancer","d-maltose","Organic oxygen compounds"
"Colorectal cancer","l-threonine","Organic acids and derivatives"
"Colorectal cancer","l-asparagine","Organic acids and derivatives"
"Colorectal cancer","d-mannose","Organic oxygen compounds"
"Colorectal cancer","l-isoleucine","Organic acids and derivatives"
"Colorectal cancer","l-fucose","Organic oxygen compounds"
"Colorectal cancer","l-histidine","Organic acids and derivatives"
"Colorectal cancer","l-lysine","Organic acids and derivatives"
"Colorectal cancer","l-serine","Organic acids and derivatives"
"Colorectal cancer","l-lactic acid","Organic acids and derivatives"
"Colorectal cancer","l-aspartic acid","Organic acids and derivatives"
"Colorectal cancer","l-cystine","Organic acids and derivatives"
"Colorectal cancer","anserine","Organic acids and derivatives"
"Colorectal cancer","inosine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","indoleacetic acid","Organoheterocyclic compounds"
"Colorectal cancer","l-acetylcarnitine","Lipids and lipid-like molecules"
"Colorectal cancer","n6-acetyl-l-lysine","Organic acids and derivatives"
"Colorectal cancer","oleic acid","Lipids and lipid-like molecules"
"Colorectal cancer","oxoglutaric acid","Organic acids and derivatives"
"Colorectal cancer","phenylacetic acid","Benzenoids"
"Colorectal cancer","pantothenic acid","Organooxygen compounds"
"Colorectal cancer","myo-inositol","Organic oxygen compounds"
"Colorectal cancer","ornithine","Organic acids and derivatives"
"Colorectal cancer","n-acetyl-d-glucosamine","Organic oxygen compounds"
"Colorectal cancer","palmitic acid","Lipids and lipid-like molecules"
"Colorectal cancer","l-palmitoylcarnitine","Lipids and lipid-like molecules"
"Colorectal cancer","o-phosphoethanolamine","Organic acids and derivatives"
"Colorectal cancer","orotic acid","Organoheterocyclic compounds"
"Colorectal cancer","phenol","Benzenoids"
"Colorectal cancer","n-acetylneuraminic acid","Organic oxygen compounds"
"Colorectal cancer","thiamine","Organoheterocyclic compounds"
"Colorectal cancer","propionic acid","Organic acids and derivatives"
"Colorectal cancer","pyridoxine","Organoheterocyclic compounds"
"Colorectal cancer","pyruvic acid","Organic acids and derivatives"
"Colorectal cancer","riboflavin","Organoheterocyclic compounds"
"Colorectal cancer","sorbitol","Organic oxygen compounds"
"Colorectal cancer","taurine","Organic acids and derivatives"
"Colorectal cancer","sphingosine","Organic nitrogen compounds"
"Colorectal cancer","succinic acid","Organic acids and derivatives"
"Colorectal cancer","sucrose","Organic oxygen compounds"
"Colorectal cancer","serotonin","Organoheterocyclic compounds"
"Colorectal cancer","thymine","Organoheterocyclic compounds"
"Colorectal cancer","pyroglutamic acid","Organic acids and derivatives"
"Colorectal cancer","sphinganine","Organic nitrogen compounds"
"Colorectal cancer","sarcosine","Organic acids and derivatives"
"Colorectal cancer","thymidine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","saccharopine","Organic acids and derivatives"
"Colorectal cancer","d-ribose","Organic oxygen compounds"
"Colorectal cancer","uric acid","Organoheterocyclic compounds"
"Colorectal cancer","vanillylmandelic acid","Benzenoids"
"Colorectal cancer","xanthine","Organoheterocyclic compounds"
"Colorectal cancer","urea","Organic acids and derivatives"
"Colorectal cancer","uridine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","xanthosine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","uracil","Organoheterocyclic compounds"
"Colorectal cancer","urocanic acid","Organoheterocyclic compounds"
"Colorectal cancer","tryptamine","Organoheterocyclic compounds"
"Colorectal cancer","tyramine","Benzenoids"
"Colorectal cancer","2-hydroxy-3-methylpentanoic acid","Lipids and lipid-like molecules"
"Colorectal cancer","2-hydroxyadipic acid","Lipids and lipid-like molecules"
"Colorectal cancer","3-hydroxysuberic acid","Organic acids and derivatives"
"Colorectal cancer","3-hydroxymethylglutaric acid","Lipids and lipid-like molecules"
"Colorectal cancer","3-hydroxybutyric acid","Organic acids and derivatives"
"Colorectal cancer","3-(3-hydroxyphenyl)propanoic acid","Phenylpropanoids and polyketides"
"Colorectal cancer","2-hydroxy-3-methylbutyric acid","Lipids and lipid-like molecules"
"Colorectal cancer","2-methylglutaric acid","Lipids and lipid-like molecules"
"Colorectal cancer","3,4-dihydroxyhydrocinnamic acid","Phenylpropanoids and polyketides"
"Colorectal cancer","citramalic acid","Lipids and lipid-like molecules"
"Colorectal cancer","2-furoylglycine","Organic acids and derivatives"
"Colorectal cancer","3-hydroxyphenylacetic acid","Benzenoids"
"Colorectal cancer","adipic acid","Lipids and lipid-like molecules"
"Colorectal cancer","5-hydroxylysine","Organic acids and derivatives"
"Colorectal cancer","cis-4-hydroxycyclohexylacetic acid","Organic oxygen compounds"
"Colorectal cancer","l-alpha-aminobutyric acid","Organic acids and derivatives"
"Colorectal cancer","allantoin","Organoheterocyclic compounds"
"Colorectal cancer","5-hydroxy-l-tryptophan","Organoheterocyclic compounds"
"Colorectal cancer","3-methylhistidine","Organic acids and derivatives"
"Colorectal cancer","caprylic acid","Lipids and lipid-like molecules"
"Colorectal cancer","vanillic acid","Benzenoids"
"Colorectal cancer","7-hydroxyoctanoic acid","Organic acids and derivatives"
"Colorectal cancer","3-methyl-2-oxovaleric acid","Organic acids and derivatives"
"Colorectal cancer","4-hydroxybenzoic acid","Benzenoids"
"Colorectal cancer","ribitol","Organic oxygen compounds"
"Colorectal cancer","aminoadipic acid","Organic acids and derivatives"
"Colorectal cancer","capric acid","Lipids and lipid-like molecules"
"Colorectal cancer","l-arginine","Organic acids and derivatives"
"Colorectal cancer","5-hydroxyhexanoic acid","Lipids and lipid-like molecules"
"Colorectal cancer","acetylglycine","Organic acids and derivatives"
"Colorectal cancer","caproic acid","Lipids and lipid-like molecules"
"Colorectal cancer","3-methyladipic acid","Lipids and lipid-like molecules"
"Colorectal cancer","l-alloisoleucine","Organic acids and derivatives"
"Colorectal cancer","creatinine","Organic acids and derivatives"
"Colorectal cancer","d-arabitol","Organic oxygen compounds"
"Colorectal cancer","l-cysteine","Organic acids and derivatives"
"Colorectal cancer","gamma-glutamylphenylalanine","Organic acids and derivatives"
"Colorectal cancer","erythronic acid","Organic oxygen compounds"
"Colorectal cancer","cholic acid","Lipids and lipid-like molecules"
"Colorectal cancer","dodecanedioic acid","Lipids and lipid-like molecules"
"Colorectal cancer","gluconic acid","Organic oxygen compounds"
"Colorectal cancer","deoxycholic acid","Lipids and lipid-like molecules"
"Colorectal cancer","cytosine","Organoheterocyclic compounds"
"Colorectal cancer","deoxycholic acid glycine conjugate","Lipids and lipid-like molecules"
"Colorectal cancer","citraconic acid","Lipids and lipid-like molecules"
"Colorectal cancer","chenodeoxycholic acid glycine conjugate","Lipids and lipid-like molecules"
"Colorectal cancer","dodecanoic acid","Lipids and lipid-like molecules"
"Colorectal cancer","levoglucosan","Organoheterocyclic compounds"
"Colorectal cancer","l-glutamine","Organic acids and derivatives"
"Colorectal cancer","l-arabinose","Organic oxygen compounds"
"Colorectal cancer","d-alpha-aminobutyric acid","Organic acids and derivatives"
"Colorectal cancer","decanoylcarnitine","Lipids and lipid-like molecules"
"Colorectal cancer","d-fructose","Organic oxygen compounds"
"Colorectal cancer","glutaric acid","Organic acids and derivatives"
"Colorectal cancer","leucinic acid","Lipids and lipid-like molecules"
"Colorectal cancer","indolelactic acid","Organoheterocyclic compounds"
"Colorectal cancer","linoleic acid","Lipids and lipid-like molecules"
"Colorectal cancer","isovalerylglycine","Organic acids and derivatives"
"Colorectal cancer","homocitrulline","Organic acids and derivatives"
"Colorectal cancer","indoxyl sulfate","Organic acids and derivatives"
"Colorectal cancer","l-leucine","Organic acids and derivatives"
"Colorectal cancer","isocaproic acid","Lipids and lipid-like molecules"
"Colorectal cancer","malonic acid","Organic acids and derivatives"
"Colorectal cancer","ketoleucine","Organic acids and derivatives"
"Colorectal cancer","l-methionine","Organic acids and derivatives"
"Colorectal cancer","hydroxypropionic acid","Organic acids and derivatives"
"Colorectal cancer","hexanoylglycine","Organic acids and derivatives"
"Colorectal cancer","mandelic acid","Benzenoids"
"Colorectal cancer","aspartylphenylalanine","Organic acids and derivatives"
"Colorectal cancer","4-hydroxyphenylpyruvic acid","Benzenoids"
"Colorectal cancer","glycoursodeoxycholic acid","Lipids and lipid-like molecules"
"Colorectal cancer","4-hydroxybutyric acid","Lipids and lipid-like molecules"
"Colorectal cancer","hippuric acid","Benzenoids"
"Colorectal cancer","kynurenic acid","Organoheterocyclic compounds"
"Colorectal cancer","isovaleric acid","Lipids and lipid-like molecules"
"Colorectal cancer","l-homoserine","Organic acids and derivatives"
"Colorectal cancer","levulinic acid","Organic acids and derivatives"
"Colorectal cancer","glycylproline","Organic acids and derivatives"
"Colorectal cancer","4-hydroxyproline","Organic acids and derivatives"
"Colorectal cancer","alpha-hydroxyisobutyric acid","Organic acids and derivatives"
"Colorectal cancer","homocysteine","Organic acids and derivatives"
"Colorectal cancer","malic acid","Organic acids and derivatives"
"Colorectal cancer","hydroxyisocaproic acid","Lipids and lipid-like molecules"
"Colorectal cancer","methylglutaric acid","Lipids and lipid-like molecules"
"Colorectal cancer","3-hydroxyisovaleric acid","Lipids and lipid-like molecules"
"Colorectal cancer","hydroxyphenyllactic acid","Phenylpropanoids and polyketides"
"Colorectal cancer","glycylleucine","Organic acids and derivatives"
"Colorectal cancer","hyocholic acid","Lipids and lipid-like molecules"
"Colorectal cancer","lithocholic acid","Organic compounds"
"Colorectal cancer","hydrocinnamic acid","Phenylpropanoids and polyketides"
"Colorectal cancer","mannitol","Organic oxygen compounds"
"Colorectal cancer","n-acetyl-l-alanine","Organic acids and derivatives"
"Colorectal cancer","pseudouridine","Nucleosides, nucleotides, and analogues"
"Colorectal cancer","phenyllactic acid","Phenylpropanoids and polyketides"
"Colorectal cancer","azelaic acid","Lipids and lipid-like molecules"
"Colorectal cancer","l-octanoylcarnitine","Lipids and lipid-like molecules"
"Colorectal cancer","sebacic acid","Lipids and lipid-like molecules"
"Colorectal cancer","myristic acid","Lipids and lipid-like molecules"
"Colorectal cancer","n-butyrylglycine","Organic acids and derivatives"
"Colorectal cancer","n-acetyl-l-aspartic acid","Organic acids and derivatives"
"Colorectal cancer","p-hydroxymandelic acid","Benzenoids"
"Colorectal cancer","stearic acid","Lipids and lipid-like molecules"
